Team ID,Team Name,Rows Run Last Week
30a242db-54d2-43fd-b112-96e638bc1031,Twitter - Content & Discovery,-100
ac0b8c8c-7d58-44e8-b2d7-875e46071fc3,Twitter - Abuse,-41308
e2b56b17-aa70-491e-a0ec-8ae93a5e4cb9,Twitter - Cortex,-43622
5e1a604e-372e-4761-86f5-cf61b6670de6,Twitter - User Services,-2450
